date,ymd,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,v3,v4,v6
2006-11-03,20061103,255.56,259.43,210,243.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-04,20061104,255.57,259.46,251.81,243.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-05,20061105,255.6,259.54,251.58,243.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-06,20061106,255.63,259.63,251.36,243.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-07,20061107,255.63,259.68,251.12,243.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-08,20061108,255.63,259.72,250.84,242.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-09,20061109,255.78,256.13,250.73,242.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-10,20061110,255.86,253.96,250.58,242.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-11,20061111,255.86,253.96,250.34,242.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-12,20061112,255.9,253.97,250.13,242.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-13,20061113,255.91,253.96,249.92,241.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-14,20061114,255.99,254.01,249.88,241.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-15,20061115,256.07,254.05,249.71,241.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-16,20061116,256.19,254.14,249.46,241.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-17,20061117,256.28,254.26,249.22,241.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-18,20061118,256.32,254.36,249.02,241.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-19,20061119,256.35,254.43,248.83,240.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-20,20061120,256.39,254.45,248.62,240.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-21,20061121,256.43,254.44,248.44,240.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-22,20061122,256.47,254.41,248.3,240.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-23,20061123,256.56,254.42,248.17,240.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-24,20061124,256.63,254.43,248,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-25,20061125,256.68,254.43,247.81,239.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-26,20061126,256.75,254.45,247.64,239.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-27,20061127,256.82,254.47,247.5,239.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-28,20061128,256.87,254.46,247.42,239.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-29,20061129,256.98,254.55,247.38,239.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-30,20061130,257.49,254.65,247.2,239.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-01,20061201,257.42,254.82,246.96,238.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-02,20061202,257.27,254.93,246.79,238.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-03,20061203,257.24,254.93,246.66,238.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-04,20061204,257.23,254.88,246.52,238.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-05,20061205,257.23,254.82,246.4,238.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-06,20061206,257.28,254.8,246.36,238.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-07,20061207,257.29,254.77,246.28,238.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-08,20061208,257.32,254.76,246.17,238.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-09,20061209,257.37,254.79,246.14,238.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-10,20061210,257.47,254.86,246.19,238.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-11,20061211,257.6,255.08,246.14,238.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-12,20061212,257.71,255.34,246.35,238.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-13,20061213,257.99,255.72,246.39,238.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-14,20061214,259.35,256.18,246.3,238.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-15,20061215,260.41,257.05,246.17,238.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-16,20061216,260.86,257.96,246.05,238.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-17,20061217,261.13,258.59,246.05,238.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-18,20061218,261.28,258.96,246.05,238.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-19,20061219,261.37,259.23,246.12,238.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-20,20061220,261.44,259.44,246.27,238.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-21,20061221,261.46,259.59,246.36,238.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-22,20061222,261.46,259.72,246.38,238.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-23,20061223,261.51,259.86,246.46,238.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-24,20061224,261.72,259.99,246.6,238.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-25,20061225,261.96,260.16,246.65,238.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-26,20061226,262.11,260.35,246.64,238.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-27,20061227,263.73,261.51,248.62,240.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-28,20061228,265.21,263.85,252.1,244.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-29,20061229,265.29,264.62,252.76,244.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-30,20061230,265.3,264.79,252.9,244.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-31,20061231,265.31,264.78,252.36,244.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-01,20070101,265.19,264.5,251.4,243.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-02,20070102,264.75,264.19,250.72,242.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-03,20070103,264.24,263.87,250.32,242.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-04,20070104,263.95,263.53,250.11,242.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-05,20070105,265.02,263.92,250.97,242.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-06,20070106,265.46,264.63,252.57,244.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-07,20070107,265.58,264.91,252.9,244.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-08,20070108,265.47,264.86,252.28,244.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-09,20070109,265.09,264.55,251.67,243.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-10,20070110,264.67,264.21,251.3,243.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-11,20070111,264.35,263.91,251.12,243.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-12,20070112,264.13,263.66,251.05,243.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-13,20070113,263.87,263.4,251.04,243.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-14,20070114,263.63,263.16,251.15,243.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-15,20070115,263.42,262.93,251.27,243.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-16,20070116,263.19,262.68,251.33,243.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-17,20070117,263,262.45,251.4,243.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-18,20070118,262.88,262.27,251.49,243.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-19,20070119,262.75,262.11,251.55,243.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-20,20070120,262.64,261.97,251.64,243.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-21,20070121,262.6,261.84,251.77,243.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-22,20070122,262.48,261.76,251.94,243.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-23,20070123,262.33,261.67,252.09,244.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-24,20070124,262.2,261.54,252.2,244.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-25,20070125,262.11,261.46,252.3,244.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-26,20070126,261.96,261.34,252.31,244.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-27,20070127,261.84,261.22,252.32,244.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-28,20070128,261.76,261.14,252.41,244.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-29,20070129,261.69,261.06,252.51,244.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-30,20070130,261.61,260.96,252.52,244.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-31,20070131,261.57,260.92,252.58,244.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-01,20070201,261.53,260.86,252.62,244.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-02,20070202,261.44,260.77,252.62,244.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-03,20070203,261.41,260.73,252.72,244.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-04,20070204,261.37,260.69,252.87,244.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-05,20070205,261.3,260.62,252.97,244.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-06,20070206,261.26,260.58,253.04,245.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-07,20070207,261.18,260.5,253.04,245.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-08,20070208,261.12,260.44,253.03,245.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-09,20070209,261.08,260.37,253.02,245.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-10,20070210,261.22,260.4,253.17,245.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-11,20070211,264.64,263.01,255.12,247.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-12,20070212,265.88,265.2,255.72,247.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-13,20070213,266.35,265.97,255.94,247.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-14,20070214,266.46,266.25,255.95,247.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-15,20070215,266.53,266.34,255.97,247.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-16,20070216,266.56,266.4,255.98,247.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-17,20070217,266.56,266.41,255.97,247.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-18,20070218,266.65,266.44,255.9,247.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-19,20070219,266.56,266.23,255.49,247.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-20,20070220,266.3,265.64,255.17,247.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-21,20070221,265.71,265.07,254.93,246.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-22,20070222,266.05,265.07,255.12,247.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-23,20070223,266.61,265.85,255.86,247.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-24,20070224,266.66,266.11,256.04,248.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-25,20070225,267.25,266.78,256.57,248.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-26,20070226,268.14,267.85,257.26,249.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-27,20070227,268.62,268.33,257.52,249.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-28,20070228,268.34,268,257.07,249.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-01,20070301,268.21,267.85,256.87,248.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-02,20070302,268.09,267.7,256.71,248.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-03,20070303,268.02,267.59,256.66,248.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-04,20070304,268.03,267.58,256.68,248.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-05,20070305,268.04,267.58,256.65,248.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-06,20070306,267.98,267.53,256.61,248.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-07,20070307,267.98,267.44,256.56,248.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-08,20070308,267.87,267.15,256.38,248.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-09,20070309,267.53,266.82,256.05,248.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-10,20070310,267.34,266.52,255.56,247.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-11,20070311,267.04,266.06,255.26,247.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-12,20070312,266.6,265.57,255.05,247.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-13,20070313,266.2,265.2,254.87,246.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-14,20070314,265.87,264.92,254.75,246.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-15,20070315,265.57,264.66,254.63,246.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-16,20070316,265.29,264.43,254.4,246.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-17,20070317,265.09,264.23,254.36,246.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-18,20070318,264.9,264.06,254.42,246.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-19,20070319,264.71,263.88,254.44,246.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-20,20070320,264.56,263.72,254.42,246.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-21,20070321,264.4,263.57,254.39,246.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-22,20070322,264.21,263.41,254.36,246.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-23,20070323,264.02,263.24,254.34,246.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-24,20070324,263.83,263.05,254.34,246.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-25,20070325,263.68,262.9,254.41,246.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-26,20070326,263.63,262.74,254.43,246.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-27,20070327,264.12,262.78,254.42,246.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-28,20070328,264.02,262.91,254.39,246.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-29,20070329,263.82,262.89,254.35,246.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-30,20070330,263.63,262.8,254.32,246.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-31,20070331,263.45,262.65,254.33,246.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-01,20070401,263.3,262.5,254.39,246.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-02,20070402,263.16,262.36,254.4,246.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-03,20070403,263,262.21,254.36,246.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-04,20070404,262.84,262.08,254.32,246.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-05,20070405,262.7,261.96,254.29,246.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-06,20070406,262.55,261.84,254.28,246.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-07,20070407,262.43,261.72,254.31,246.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-08,20070408,262.33,261.6,254.37,246.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-09,20070409,262.22,261.49,254.36,246.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-10,20070410,262.13,261.39,254.32,246.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-11,20070411,262.04,261.3,254.28,246.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-12,20070412,261.97,261.22,254.25,246.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-13,20070413,261.9,261.13,254.19,246.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-14,20070414,261.84,261.06,254.12,246.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-15,20070415,261.81,261,253.87,245.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-16,20070416,261.82,260.97,253.61,245.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-17,20070417,261.83,260.93,253.5,245.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-18,20070418,261.82,260.92,253.45,245.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-19,20070419,261.8,260.93,253.45,245.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-20,20070420,261.73,260.88,253.45,245.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-21,20070421,261.71,260.84,253.54,245.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-22,20070422,261.68,260.81,253.64,245.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-23,20070423,261.7,260.79,253.73,245.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-24,20070424,261.68,260.8,253.77,245.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-25,20070425,261.65,260.78,253.81,245.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-26,20070426,261.58,260.72,253.78,245.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-27,20070427,261.52,260.68,253.76,245.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-28,20070428,261.46,260.62,253.78,245.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-29,20070429,261.39,260.56,253.86,245.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-30,20070430,261.32,260.5,253.9,245.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-01,20070501,261.23,260.41,253.88,245.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-02,20070502,261.16,260.34,253.9,245.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-03,20070503,261.1,260.27,253.91,245.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-04,20070504,261,260.17,253.88,245.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-05,20070505,260.91,260.07,253.9,245.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-06,20070506,260.83,259.98,253.95,245.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-07,20070507,260.75,259.88,253.99,245.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-08,20070508,260.67,259.78,253.95,245.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-09,20070509,260.59,259.69,253.76,245.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-10,20070510,260.53,259.61,253.66,245.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-11,20070511,260.41,259.49,253.56,245.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-12,20070512,260.34,259.4,253.57,245.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-13,20070513,260.24,259.3,253.64,245.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-14,20070514,260.14,259.19,253.69,245.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-15,20070515,260.06,259.11,253.69,245.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-16,20070516,259.95,259,253.64,245.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-17,20070517,259.85,258.89,253.59,245.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-18,20070518,259.76,258.78,253.54,245.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-19,20070519,259.66,258.67,253.52,245.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-20,20070520,259.55,258.55,253.58,245.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-21,20070521,259.47,258.44,253.63,245.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-22,20070522,259.38,258.31,253.54,245.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-23,20070523,259.3,258.2,253.28,245.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-24,20070524,259.21,258.07,252.95,244.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-25,20070525,259.17,257.97,252.61,244.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-26,20070526,259.07,257.84,252.25,244.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-27,20070527,259,257.72,251.91,243.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-28,20070528,258.9,257.6,251.58,243.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-29,20070529,258.81,257.47,251.23,243.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-30,20070530,258.74,257.37,250.88,242.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-31,20070531,258.67,257.26,250.59,242.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-01,20070601,258.58,257.12,250.46,242.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-02,20070602,258.51,256.98,250.48,242.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-03,20070603,258.44,256.83,250.6,242.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-04,20070604,258.37,256.67,250.72,242.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-05,20070605,258.34,256.53,250.8,242.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-06,20070606,258.28,256.41,250.86,242.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-07,20070607,258.19,256.27,250.93,242.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-08,20070608,258.12,256.14,250.99,242.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-09,20070609,258.06,256,251.07,243.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-10,20070610,258.02,255.88,251.24,243.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-11,20070611,257.95,255.73,251.38,243.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-12,20070612,257.89,255.59,251.45,243.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-13,20070613,257.84,255.47,251.5,243.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14,20070614,258.17,255.39,251.54,243.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15,20070615,257.85,255.39,251.56,243.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-16,20070616,257.72,255.28,251.64,243.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-17,20070617,257.62,255.11,251.78,243.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-18,20070618,257.53,254.92,251.88,243.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-19,20070619,257.48,254.73,251.94,243.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-20,20070620,257.41,254.53,251.96,243.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-21,20070621,257.33,254.34,251.98,243.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-22,20070622,257.26,254.16,252,244,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-23,20070623,257.17,254,252.04,244.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-24,20070624,257.09,253.87,252.15,244.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-25,20070625,257,253.76,252.23,244.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-26,20070626,256.91,253.65,252.24,244.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-27,20070627,256.83,253.59,252.25,244.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-28,20070628,256.76,253.53,252.25,244.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-29,20070629,256.7,253.48,252.26,244.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-30,20070630,256.64,253.43,252.3,244.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-01,20070701,256.58,253.4,252.4,244.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-02,20070702,256.52,253.35,252.47,244.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-03,20070703,256.45,253.32,252.46,244.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-04,20070704,256.4,253.3,252.49,244.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-05,20070705,256.32,253.25,252.5,244.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-06,20070706,256.25,253.22,252.44,244.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-07,20070707,256.24,253.2,252.23,244.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-08,20070708,256.27,253.15,251.92,243.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-09,20070709,256.14,253.13,251.63,243.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-10,20070710,256.05,253.11,251.38,243.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-11,20070711,255.98,253.09,251.08,243.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-12,20070712,255.92,253.04,250.74,242.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-13,20070713,255.87,253.01,250.48,242.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-14,20070714,255.81,252.98,250.22,242.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-15,20070715,255.77,252.95,249.96,241.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-16,20070716,255.73,252.92,249.73,241.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-17,20070717,255.68,252.89,249.5,241.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-18,20070718,255.65,252.88,249.3,241.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
