FID_,HRU_ID,subbasin
,540541,0
,540542,0
,540543,0
,540544,0
,540545,0
,540546,0
,540547,0
,540548,0
,540549,0
,540550,0
,540551,0
,540552,0
,540553,0
,540554,0
,540555,0
,540556,0
,540557,0
,540558,0
,540559,0
,540560,0
,540561,0
,540562,0
,540563,0
,540564,0
,540565,0
,540566,0
,540567,0
,540568,0
,540569,0
,540570,0
,540571,0
,540572,0
,540573,0
,540574,0
,540575,0
,540576,0
,540577,0
,540578,0
,540579,0
,540580,0
,540581,0
,540582,0
,540583,0
,540584,0
,540585,0
,540586,0
,540587,0
,540588,0
,540589,0
,540590,0
,540591,0
,540592,0
,540593,0
,540594,0
,540595,0
,540596,0
,540597,0
,540598,0
,540599,0
,540600,0
,540601,0
,540602,0
,540603,0
,540604,0
,540605,0
,540606,0
,540607,0
,540608,0
,540609,0
,540610,0
,540611,0
,540612,0
,540613,0
,540614,0
,540615,0
,540616,0
,540617,0
,540618,0
,540619,0
,540620,0
,540621,0
,540622,0
,540623,0
,540624,0
,540625,0
,540626,0
,540627,0
,540628,0
,540629,0
,540630,0
,540631,0
,540632,0
,540633,0
,540634,0
,540635,0
,540636,0
,540637,0
,540638,0
,540639,0
,540640,0
,540641,0
,540642,0
,540643,0
,540644,0
,540645,0
,540646,0
,540647,0
,540648,0
,540649,0
,540650,0
,540651,0
,540652,0
,540653,0
,540654,0
,540655,0
,540656,0
,540657,0
,540658,0
,540659,0
,540660,0
,540661,0
,540662,0
,540663,0
,540664,0
,540665,0
,540666,0
,540667,0
,540668,0
,540669,0
,540670,0
,540671,0
,540672,0
,540673,0
,540674,0
,540675,0
,540676,0
,540677,0
,540678,0
,540679,0
,540680,0
,540681,0
,540682,0
,540683,0
,540684,0
,540685,0
,540686,0
,540687,0
,540688,0
,540689,0
,540690,0
,540691,0
,540692,0
,540693,0
,540694,0
,540695,0
,540696,0
,540697,0
,540698,0
,540699,0
,540700,0
,540701,0
,540702,0
,540703,0
,540704,0
,540705,0
,540706,0
,540707,0
,540708,0
,540709,0
,540710,0
,540711,0
,540712,0
,540713,0
,540714,0
,540715,0
,540716,0
,540717,0
,540718,0
,540719,0
,540720,0
,540721,0
,540722,0
,540723,0
,540724,0
,540725,0
,540726,0
,540727,0
,540728,0
,540729,0
,540730,0
,540731,0
,540732,0
,540733,0
,540734,0
,540735,0
,540736,0
,540737,0
,540738,0
,540739,0
,540740,0
,540741,0
,540742,0
,540743,0
,540744,0
,540745,0
,540746,0
,540747,0
,540748,0
,540749,0
,540750,0
,540751,0
,540752,0
,540753,0
,540754,0
,540755,0
,540756,0
,540757,0
,540758,0
,540759,0
,540760,0
,540761,0
,540762,0
,540763,0
,540764,0
,540765,0
,540766,0
,540767,0
,540768,0
,540769,0
,540770,0
,540771,0
,540772,0
,540773,0
,540774,0
,540775,0
,540776,0
,540777,0
,540778,0
,540779,0
,540780,0
,540781,0
,540782,0
,540783,0
,540784,0
,540785,0
,540786,0
,540787,0
,540788,0
,540789,0
,540790,0
,540791,0
,540792,0
,540793,0
,540794,0
,540795,0
,540796,0
,540797,0
,540798,0
,540799,0
,540800,0
,540801,0
,540802,0
,540803,0
,540804,0
,540805,0
,540806,0
,540807,0
,540808,0
,540809,0
,540810,0
,540811,0
,540812,0
,540813,0
,540814,0
,540815,0
,540816,0
,540817,0
,540818,0
,540819,0
,540820,0
,540821,0
,540822,0
,540823,0
,540824,0
,540825,0
,540826,0
,540827,0
,540828,0
,540829,0
,540830,0
,540831,0
,540832,0
,540833,0
,540834,0
,540835,0
,540836,0
,540837,0
,540838,0
,540839,0
,540840,0
,540841,0
,540842,0
,540843,0
,540844,0
,540845,0
,540846,0
,540847,0
,540848,0
,540849,0
,540850,0
,540851,0
,540852,0
,540853,0
,540854,0
,540855,0
,540856,0
,540857,0
,540858,0
,540859,0
,540860,0
,540861,0
,540862,0
,540863,0
,540864,0
,540865,0
,540866,0
,540867,0
,540868,0
,540869,0
,540870,0
,540871,0
,540872,0
,540873,0
,540874,0
,540875,0
,540876,0
,540877,0
,540878,0
,540879,0
,540880,0
,540881,0
,540882,0
,540883,0
,540884,0
,540885,0
,540886,0
,540887,0
,540888,0
,540889,0
,540890,0
,540891,0
,540892,0
,540893,0
,540894,0
,540895,0
,540896,0
,540897,0
,540898,0
,540899,0
,540900,0
,540901,0
,540902,0
,540903,0
,540904,0
,540905,0
,540906,0
,540907,0
,540908,0
,540909,0
,540910,0
,540911,0
,540912,0
,540913,0
,540914,0
,540915,0
,540916,0
,540917,0
,540918,0
,540919,0
,540920,0
,540921,0
,540922,0
,540923,0
,540924,0
,540925,0
,540926,0
,540927,0
,540928,0
,540929,0
,540930,0
,540931,0
,540932,0
,540933,0
,540934,0
,540935,0
,540936,0
,540937,0
,540938,0
,540939,0
,540940,0
,540941,0
,540942,0
,540943,0
,540944,0
,540945,0
,540946,0
,540947,0
,540948,0
,540949,0
,540950,0
,540951,0
,540952,0
,540953,0
,540954,0
,540955,0
,540956,0
,540957,0
,540958,0
,540959,0
,540960,0
,540961,0
,540962,0
,540963,0
,540964,0
,540965,0
,540966,0
,540967,0
,540968,0
,540969,0
,540970,0
,540971,0
,540972,0
,540973,0
,540974,0
,540975,0
,540976,0
,540977,0
,540978,0
,540979,0
,540980,0
,540981,0
,540982,0
,540983,0
,540984,0
,540985,0
,540986,0
,540987,0
,540988,0
,540989,0
,540990,0
,540991,0
,540992,0
,540993,0
,540994,0
,540995,0
,540996,0
,540997,0
,540998,0
,540999,0
,541000,0
,541001,0
,541002,0
,541003,0
,541004,0
,541005,0
,541006,0
,541007,0
,541008,0
,541009,0
,541010,0
,541011,0
,541012,0
,541013,0
,541014,0
,541015,0
,541016,0
,541017,0
,541018,0
,541019,0
,541020,0
,541021,0
,541022,0
,541023,0
,541024,0
,541025,0
,541026,0
,541027,0
,541028,0
,541029,0
,541030,0
,541031,0
,541032,0
,541033,0
,541034,0
,541035,0
,541036,0
,541037,0
,541038,0
,541039,0
,541040,0
,541041,0
,541042,0
,541043,0
,541044,0
,541045,0
,541046,0
,541047,0
,541048,0
,541049,0
,541050,0
,541051,0
,541052,0
,541053,0
,541054,0
,541055,0
,541056,0
,541057,0
,541058,0
,541059,0
,541060,0
,541061,0
,541062,0
,541063,0
,541064,0
,541065,0
,541066,0
,541067,0
,541068,0
,541069,0
,541070,0
,541071,0
,541072,0
,541073,0
,541074,0
,541075,0
,541076,0
,541077,0
,541078,0
,541079,0
,541080,0
,541081,0
,541082,0
,541083,0
,541084,0
,541085,0
,541086,0
,541087,0
,541088,0
,541089,0
,541090,0
,541091,0
,541092,0
,541093,0
,541094,0
,541095,0
,541096,0
,541097,0
,541098,0
,541099,0
,541100,0
,541101,0
,541102,0
,541103,0
,541104,0
,541105,0
,541106,0
,541107,0
,541108,0
,541109,0
,541110,0
,541111,0
,541112,0
,541113,0
,541114,0
,541115,0
,541116,0
,541117,0
,541118,0
,541119,0
,541120,0
,541121,0
,541122,0
,541123,0
,541124,0
,541125,0
,541126,0
,541127,0
,541128,0
,541129,0
,541130,0
,541131,0
,541132,0
,541133,0
,541134,0
,541135,0
,541136,0
,541137,0
,541138,0
,541139,0
,541140,0
,541141,0
,541142,0
,541143,0
,541144,0
,541145,0
,541146,0
,541147,0
,541148,0
,541149,0
,541150,0
,541151,0
,541152,0
,541153,0
,541154,0
,541155,0
,541156,0
,541157,0
,541158,0
,541159,0
,541160,0
,541161,0
,541162,0
,541163,0
,541164,0
,541165,0
,541166,0
,541167,0
,541168,0
,541169,0
,541170,0
,541171,0
,541172,0
,541173,0
,541174,0
,541175,0
,541176,0
,541177,0
,541178,0
,541179,0
,541180,0
,541181,0
,541182,0
,541183,0
,541184,0
,541185,0
,541186,0
,541187,0
,541188,0
,541189,0
,541190,0
,541191,0
,541192,0
,541193,0
,541194,0
,541195,0
,541196,0
,541197,0
,541198,0
,541199,0
,541200,0
,541201,0
,541202,0
,541203,0
,541204,0
,541205,0
,541206,0
,541207,0
,541208,0
,541209,0
,541210,0
,541211,0
,541212,0
,541213,0
,541214,0
,541215,0
,541216,0
,541217,0
,541218,0
,541219,0
,541220,0
,541221,0
,541222,0
,541223,0
,541224,0
,541225,0
,541226,0
,541227,0
,541228,0
,541229,0
,541230,0
,541231,0
,541232,0
,541233,0
,541234,0
,541235,0
,541236,0
,541237,0
,541238,0
,541239,0
,541240,0
,541241,0
,541242,0
,539839,0
,539840,0
,539841,0
,539842,0
,539843,0
,539844,0
,539845,0
,539846,0
,539847,0
,539848,0
,539849,0
,539850,0
,539851,0
,539852,0
,539853,0
,539854,0
,539855,0
,539856,0
,539857,0
,539858,0
,539859,0
,539860,0
,539861,0
,539862,0
,539863,0
,539864,0
,539865,0
,539866,0
,539867,0
,539868,0
,539869,0
,539870,0
,539871,0
,539872,0
,539873,0
,539874,0
,539875,0
,539876,0
,539877,0
,539878,0
,539879,0
,539880,0
,539881,0
,539882,0
,539883,0
,539884,0
,539885,0
,539886,0
,539887,0
,539888,0
,539889,0
,539890,0
,539891,0
,539892,0
,539893,0
,539894,0
,539895,0
,539896,0
,539897,0
,539898,0
,539899,0
,539900,0
,539901,0
,539902,0
,539903,0
,539904,0
,539905,0
,539906,0
,539907,0
,539908,0
,539909,0
,539910,0
,539911,0
,539912,0
,539913,0
,539914,0
,539915,0
,539916,0
,539917,0
,539918,0
,539919,0
,539920,0
,539921,0
,539922,0
,539923,0
,539924,0
,539925,0
,539926,0
,539927,0
,539928,0
,539929,0
,539930,0
,539931,0
,539932,0
,539933,0
,539934,0
,539935,0
,539936,0
,539937,0
,539938,0
,539939,0
,539940,0
,539941,0
,539942,0
,539943,0
,539944,0
,539945,0
,539946,0
,539947,0
,539948,0
,539949,0
,539950,0
,539951,0
,539952,0
,539953,0
,539954,0
,539955,0
,539956,0
,539957,0
,539958,0
,539959,0
,539960,0
,539961,0
,539962,0
,539963,0
,539964,0
,539965,0
,539966,0
,539967,0
,539968,0
,539969,0
,539970,0
,539971,0
,539972,0
,539973,0
,539974,0
,539975,0
,539976,0
,539977,0
,539978,0
,539979,0
,539980,0
,539981,0
,539982,0
,539983,0
,539984,0
,539985,0
,539986,0
,539987,0
,539988,0
,539989,0
,539990,0
,539991,0
,539992,0
,539993,0
,539994,0
,539995,0
,539996,0
,539997,0
,539998,0
,539999,0
,540000,0
,540001,0
,540002,0
,540003,0
,540004,0
,540005,0
,540006,0
,540007,0
,540008,0
,540009,0
,540010,0
,540011,0
,540012,0
,540013,0
,540014,0
,540015,0
,540016,0
,540017,0
,540018,0
,540019,0
,540020,0
,540021,0
,540022,0
,540023,0
,540024,0
,540025,0
,540026,0
,540027,0
,540028,0
,540029,0
,540030,0
,540031,0
,540032,0
,540033,0
,540034,0
,540035,0
,540036,0
,540037,0
,540038,0
,540039,0
,540040,0
,540041,0
,540042,0
,540043,0
,540044,0
,540045,0
,540046,0
,540047,0
,540048,0
,540049,0
,540050,0
,540051,0
,540052,0
,540053,0
,540054,0
,540055,0
,540056,0
,540057,0
,540058,0
,540059,0
,540060,0
,540061,0
,540062,0
,540063,0
,540064,0
,540065,0
,540066,0
,540067,0
,540068,0
,540069,0
,540070,0
,540071,0
,540072,0
,540073,0
,540074,0
,540075,0
,540076,0
,540077,0
,540078,0
,540079,0
,540080,0
,540081,0
,540082,0
,540083,0
,540084,0
,540085,0
,540086,0
,540087,0
,540088,0
,540089,0
,540090,0
,540091,0
,540092,0
,540093,0
,540094,0
,540095,0
,540096,0
,540097,0
,540098,0
,540099,0
,540100,0
,540101,0
,540102,0
,540103,0
,540104,0
,540105,0
,540106,0
,540107,0
,540108,0
,540109,0
,540110,0
,540111,0
,540112,0
,540113,0
,540114,0
,540115,0
,540116,0
,540117,0
,540118,0
,540119,0
,540120,0
,540121,0
,540122,0
,540123,0
,540124,0
,540125,0
,540126,0
,540127,0
,540128,0
,540129,0
,540130,0
,540131,0
,540132,0
,540133,0
,540134,0
,540135,0
,540136,0
,540137,0
,540138,0
,540139,0
,540140,0
,540141,0
,540142,0
,540143,0
,540144,0
,540145,0
,540146,0
,540147,0
,540148,0
,540149,0
,540150,0
,540151,0
,540152,0
,540153,0
,540154,0
,540155,0
,540156,0
,540157,0
,540158,0
,540159,0
,540160,0
,540161,0
,540162,0
,540163,0
,540164,0
,540165,0
,540166,0
,540167,0
,540168,0
,540169,0
,540170,0
,540171,0
,540172,0
,540173,0
,540174,0
,540175,0
,540176,0
,540177,0
,540178,0
,540179,0
,540180,0
,540181,0
,540182,0
,540183,0
,540184,0
,540185,0
,540186,0
,540187,0
,540188,0
,540189,0
,540190,0
,540191,0
,540192,0
,540193,0
,540194,0
,540195,0
,540196,0
,540197,0
,540198,0
,540199,0
,540200,0
,540201,0
,540202,0
,540203,0
,540204,0
,540205,0
,540206,0
,540207,0
,540208,0
,540209,0
,540210,0
,540211,0
,540212,0
,540213,0
,540214,0
,540215,0
,540216,0
,540217,0
,540218,0
,540219,0
,540220,0
,540221,0
,540222,0
,540223,0
,540224,0
,540225,0
,540226,0
,540227,0
,540228,0
,540229,0
,540230,0
,540231,0
,540232,0
,540233,0
,540234,0
,540235,0
,540236,0
,540237,0
,540238,0
,540239,0
,540240,0
,540241,0
,540242,0
,540243,0
,540244,0
,540245,0
,540246,0
,540247,0
,540248,0
,540249,0
,540250,0
,540251,0
,540252,0
,540253,0
,540254,0
,540255,0
,540256,0
,540257,0
,540258,0
,540259,0
,540260,0
,540261,0
,540262,0
,540263,0
,540264,0
,540265,0
,540266,0
,540267,0
,540268,0
,540269,0
,540270,0
,540271,0
,540272,0
,540273,0
,540274,0
,540275,0
,540276,0
,540277,0
,540278,0
,540279,0
,540280,0
,540281,0
,540282,0
,540283,0
,540284,0
,540285,0
,540286,0
,540287,0
,540288,0
,540289,0
,540290,0
,540291,0
,540292,0
,540293,0
,540294,0
,540295,0
,540296,0
,540297,0
,540298,0
,540299,0
,540300,0
,540301,0
,540302,0
,540303,0
,540304,0
,540305,0
,540306,0
,540307,0
,540308,0
,540309,0
,540310,0
,540311,0
,540312,0
,540313,0
,540314,0
,540315,0
,540316,0
,540317,0
,540318,0
,540319,0
,540320,0
,540321,0
,540322,0
,540323,0
,540324,0
,540325,0
,540326,0
,540327,0
,540328,0
,540329,0
,540330,0
,540331,0
,540332,0
,540333,0
,540334,0
,540335,0
,540336,0
,540337,0
,540338,0
,540339,0
,540340,0
,540341,0
,540342,0
,540343,0
,540344,0
,540345,0
,540346,0
,540347,0
,540348,0
,540349,0
,540350,0
,540351,0
,540352,0
,540353,0
,540354,0
,540355,0
,540356,0
,540357,0
,540358,0
,540359,0
,540360,0
,540361,0
,540362,0
,540363,0
,540364,0
,540365,0
,540366,0
,540367,0
,540368,0
,540369,0
,540370,0
,540371,0
,540372,0
,540373,0
,540374,0
,540375,0
,540376,0
,540377,0
,540378,0
,540379,0
,540380,0
,540381,0
,540382,0
,540383,0
,540384,0
,540385,0
,540386,0
,540387,0
,540388,0
,540389,0
,540390,0
,540391,0
,540392,0
,540393,0
,540394,0
,540395,0
,540396,0
,540397,0
,540398,0
,540399,0
,540400,0
,540401,0
,540402,0
,540403,0
,540404,0
,540405,0
,540406,0
,540407,0
,540408,0
,540409,0
,540410,0
,540411,0
,540412,0
,540413,0
,540414,0
,540415,0
,540416,0
,540417,0
,540418,0
,540419,0
,540420,0
,540421,0
,540422,0
,540423,0
,540424,0
,540425,0
,540426,0
,540427,0
,540428,0
,540429,0
,540430,0
,540431,0
,540432,0
,540433,0
,540434,0
,540435,0
,540436,0
,540437,0
,540438,0
,540439,0
,540440,0
,540441,0
,540442,0
,540443,0
,540444,0
,540445,0
,540446,0
,540447,0
,540448,0
,540449,0
,540450,0
,540451,0
,540452,0
,540453,0
,540454,0
